,Cliente_ID,Churn,Genero,Eh_Idoso,Possui_Parceiro,Possui_Dependentes,Meses_Contrato,Possui_Telefone,Possui_Varias_Linhas,Possui_Internet,Possui_Seguranca_Online,Possui_Backup,Possui_Protecao,Possui_Suporte_TV,Possui_TV_Cabo,Possui_Streaming,Tipo_Contrato,Fatura_Online,Forma_Pagamento,Total_Mes,Total_Gasto,Custo_Diario,Qtde_Servicos_Contratados
2793,3976-BWUCK,1,Female,0,1,0,30,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),94.1,2804.45,3.14,6
2794,3976-HXHCE,0,Male,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,1414.8,0.64,2
2795,3976-NLDEZ,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.6,0.69,2
2796,3977-QCRSL,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,117.95,0.67,2
2797,3978-YNKDD,0,Male,0,0,1,19,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.85,467.5,0.7,2
2798,3981-QSVQI,0,Male,0,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0.66,2
2799,3982-DQLUS,0,Male,1,1,1,65,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,85.75,5688.45,2.86,5
2800,3982-JGSFD,0,Male,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.35,695.85,0.68,2
2801,3982-XWFZQ,1,Female,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.25,2203.65,1.68,3
2802,3985-HOYPM,0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.4,525.55,0.65,2
2803,3987-KQDDU,0,Male,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,661.55,2.52,3
2804,3988-RQIXO,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.3,91.3,3.04,4
2805,3990-QYKBE,1,Male,1,1,0,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.5,3473.4,3.08,5
2806,3992-YWPKO,1,Female,0,0,0,6,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),109.9,669.45,3.66,8
2807,3995-WFCSM,0,Female,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,60.85,111.4,2.03,4
2808,3996-ZNWYK,0,Male,1,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,1388.45,0.66,2
2809,3999-QGRJH,1,Male,1,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,560.85,2.32,2
2810,3999-WRNGR,0,Female,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.75,3069.45,1.66,4
2811,4000-VGMQP,0,Male,0,1,1,38,1,1,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),78.95,2862.55,2.63,7
2812,4001-TSBTV,0,Female,0,1,1,58,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.55,5511.65,3.05,5
2813,4002-BQWPQ,0,Male,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,2.72,8
2814,4003-FUSHP,0,Male,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),61.55,1093.2,2.05,4
2815,4003-OCTMP,0,Female,0,1,0,31,1,0,DSL,1,0,0,1,0,1,One year,1,Electronic check,64.0,1910.75,2.13,5
2816,4006-HKYHO,0,Male,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.7,5309.5,2.89,8
2817,4007-NHVHI,0,Female,1,0,0,56,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,96.85,5219.65,3.23,6
2818,4009-ALQFH,1,Female,0,0,0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.5,2369.05,3.32,6
2819,4010-YLMVT,0,Female,0,0,0,56,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),106.6,5893.95,3.55,7
2820,4011-ARPHK,0,Male,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.35,1411.35,1.68,3
2821,4012-YCFAI,0,Male,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Two year,1,Mailed check,61.35,3766.2,2.04,5
2822,4012-ZTHBR,0,Female,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.95,926.25,1.5,2
2823,4013-GUXND,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,20.8,0.69,2
2824,4013-TLDHQ,1,Male,0,0,0,19,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,78.25,1490.95,2.61,4
2825,4013-UBXWQ,1,Female,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,74.65,521.1,2.49,6
2826,4016-BJKTZ,0,Female,0,0,0,25,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.9,2809.05,3.63,8
2827,4018-KJYUY,0,Male,0,0,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.15,432.5,0.67,2
2828,4018-PPNDW,0,Female,0,1,1,61,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.1,1551.6,0.8,3
2829,4020-KIUDI,0,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.85,138.85,0.66,2
2830,4021-RQSNY,1,Male,1,1,0,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.5,3004.15,3.28,6
2831,4023-RTIQM,0,Female,1,1,0,31,0,0,DSL,1,1,1,0,0,1,One year,1,Credit card (automatic),50.4,1580.1,1.68,5
2832,4024-CSNBY,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),94.25,6849.75,3.14,7
2833,4026-SKKHW,0,Male,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.25,152.3,1.68,3
2834,4029-HPFVY,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.3,220.4,2.34,2
2835,4030-VPZBD,1,Female,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,30.9,59.05,1.03,2
2836,4032-RMHCI,0,Female,0,1,1,41,0,0,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,1412.4,1.18,3
2837,4039-HEUNW,1,Male,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.5,3436.1,3.22,6
2838,4039-PIMHX,0,Male,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Two year,0,Mailed check,49.8,2398.4,1.66,3
2839,4043-MKDTV,0,Male,0,1,0,71,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.25,7291.75,3.51,7
2840,4049-ZPALD,0,Female,0,1,0,64,1,0,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),99.0,6375.8,3.3,6
2841,4054-CUMIA,0,Female,0,1,1,18,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,401.95,0.68,2
2842,4056-QHXHZ,0,Female,0,1,1,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Mailed check,107.45,7576.7,3.58,8
2843,4057-FKCZK,0,Male,0,1,1,58,1,1,Fiber optic,0,0,0,0,1,0,Two year,0,Bank transfer (automatic),82.5,4828.05,2.75,4
2844,4059-IIEBK,0,Female,0,0,0,7,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),78.55,522.95,2.62,4
2845,4060-LDNLU,0,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,96.2,639.7,3.21,5
2846,4061-UKJWL,0,Male,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.45,141.7,1.52,2
2847,4062-HBMOS,0,Male,0,0,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.05,5364.8,3.44,7
2848,4063-EIKNQ,0,Male,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.95,267.35,0.7,2
2849,4065-JJAVA,0,Female,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,49.5,49.5,1.65,3
2850,4067-HLYQI,0,Female,0,0,0,33,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.4,2406.1,2.35,2
2851,4070-OKWVH,0,Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Bank transfer (automatic),94.6,5025.8,3.15,6
2852,4072-IPYLT,0,Female,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,1815.0,1.7,3
2853,4074-SJFFA,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,54.75,54.75,1.82,3
2854,4075-JFPGR,0,Female,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,3.12,6
2855,4075-WKNIU,0,Female,0,1,1,0,1,1,DSL,0,1,1,1,1,0,Two year,0,Mailed check,73.35,0.0,2.44,7
2856,4077-CROMM,1,Female,0,1,1,31,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.2,3243.45,3.47,7
2857,4077-HWUYD,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),87.55,6463.15,2.92,9
2858,4078-SAYYN,1,Female,0,0,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.75,1129.75,3.36,6
2859,4079-ULGFR,0,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,275.7,0.67,2
2860,4079-VTGLK,0,Male,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Two year,0,Electronic check,74.85,2181.75,2.49,6
2861,4079-WWQQQ,0,Male,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.55,4807.45,2.18,7
2862,4080-IIARD,0,Female,0,1,0,13,1,1,DSL,1,1,0,1,1,0,Month-to-month,1,Electronic check,76.2,981.45,2.54,7
2863,4080-OGPJL,1,Female,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,Electronic check,71.15,563.65,2.37,6
2864,4081-DYXAV,1,Female,0,0,0,19,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),44.85,893.55,1.5,3
2865,4083-BFNYK,0,Female,1,1,0,38,1,1,Fiber optic,1,1,0,0,0,1,One year,0,Credit card (automatic),95.0,3591.25,3.17,6
2866,4083-EUGRJ,1,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,178.5,0.68,2
2867,4086-ATNFV,0,Female,0,1,1,34,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,60.8,2042.05,2.03,5
2868,4086-WITJG,0,Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,1301.1,0.66,2
2869,4086-YQSNZ,1,Female,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224.05,2.68,3
2870,4088-YLDSU,1,Male,0,1,0,55,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,104.15,5743.05,3.47,7
2871,4090-KPJIP,0,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,212.4,2.5,3
2872,4091-TVOCN,0,Male,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,2.62,7
2873,4092-OFQZS,0,Male,0,1,0,20,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,417.5,0.69,2
2874,4094-NSEDU,1,Female,1,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.25,1973.75,3.14,5
2875,4097-YODCF,0,Male,0,0,1,34,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,103.8,3470.8,3.46,7
2876,4098-NAUKP,0,Male,1,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.65,5683.6,2.82,5
2877,4102-HLENU,0,Female,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,2.19,6
2878,4102-OQUPX,1,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,74.4,2.48,3
2879,4104-PVRPS,0,Male,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.6,1315.35,1.79,4
2880,4106-HADHQ,1,Male,0,1,1,39,1,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),80.0,3182.95,2.67,7
2881,4109-CYRBD,0,Male,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.6,1442.0,1.72,3
2882,4110-PFEUZ,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.55,69.55,2.32,2
2883,4111-BNXIF,0,Female,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,1.98,6
2884,4112-LUEIZ,1,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,863.1,2.98,4
2885,4114-QMKVN,0,Female,0,1,1,56,1,1,DSL,1,1,0,0,0,1,One year,0,Bank transfer (automatic),68.75,3815.4,2.29,6
2886,4115-BNPJY,0,Male,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,2.52,6
2887,4115-NZRKS,0,Female,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.15,574.35,2.97,4
2888,4115-UMJFQ,0,Male,0,0,0,69,0,0,DSL,0,1,1,0,0,0,One year,1,Bank transfer (automatic),35.75,2492.25,1.19,3
2889,4116-IQRFR,0,Male,0,1,1,4,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.1,73.1,0.8,3
2890,4116-TZAQJ,1,Female,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.25,639.65,2.48,3
2891,4118-CEVPF,0,Female,1,0,0,35,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),110.8,3836.3,3.69,9
2892,4119-ZYPZY,0,Male,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,106.8,7623.2,3.56,7
2893,4121-AGSIN,0,Female,0,1,1,58,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),24.5,1497.9,0.82,3
2894,4123-DVHPH,0,Male,0,1,0,9,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,88.05,801.3,2.94,5
2895,4123-FCVCB,0,Female,0,0,0,12,1,1,DSL,0,0,0,1,1,1,One year,1,Mailed check,75.85,854.45,2.53,6
2896,4124-MMETB,1,Male,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.65,2104.55,3.16,5
2897,4128-ETESU,0,Female,1,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,99.7,4747.2,3.32,6
2898,4129-LYCOI,0,Female,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,104.0,7039.05,3.47,7
2899,4130-MZLCC,0,Female,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,1.68,3
2900,4132-KALRO,0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,100.85,399.25,3.36,6
2901,4132-POCZS,0,Male,0,1,0,52,0,0,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,39.9,2020.9,1.33,3
2902,4134-BSXLX,0,Male,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,60.9,1785.65,2.03,5
2903,4135-FRWKJ,0,Female,1,1,1,55,1,1,DSL,1,0,1,1,1,0,One year,0,Electronic check,76.25,4154.55,2.54,7
2904,4137-BTIKL,0,Male,0,0,0,2,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,90.75,174.75,3.02,5
2905,4137-JOPHL,0,Female,0,0,0,50,1,0,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),89.7,4304.5,2.99,5
2906,4138-NAXED,0,Male,0,0,0,51,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.0,4085.75,2.7,4
2907,4139-DETXS,0,Female,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.45,4528.0,2.15,7
2908,4139-JPIAM,0,Male,0,0,0,51,0,0,DSL,1,0,0,1,0,1,Month-to-month,1,Credit card (automatic),44.45,2181.55,1.48,4
2909,4139-SUGLD,1,Male,0,1,1,31,0,0,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),35.4,1077.5,1.18,3
2910,4140-MUHUG,1,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,86.85,220.95,2.9,4
2911,4140-WJAWW,1,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.85,108.05,0.66,2
2912,4143-HHPMK,1,Male,0,0,0,52,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,85.35,4338.6,2.84,4
2913,4143-OOBWZ,1,Male,0,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.3,416.3,2.71,4
2914,4145-UQXUQ,1,Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.1,729.95,3.07,5
2915,4146-SVFUD,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.6,44.6,1.49,2
2916,4154-AQUGT,1,Male,1,1,0,13,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.05,1169.35,2.97,5
2917,4159-NAAIX,0,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),97.45,6253.0,3.25,6
2918,4160-AMJTL,1,Female,1,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.65,164.3,0.65,2
2919,4163-HFTUK,0,Male,0,0,0,51,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.1,1007.8,0.64,2
2920,4163-KIUHY,0,Male,0,0,0,35,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.6,901.25,0.85,3
2921,4163-NCJAK,0,Female,0,1,0,46,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.45,1066.15,0.82,3
2922,4174-LPGTI,1,Female,0,1,1,41,1,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer (automatic),66.5,2728.6,2.22,5
2923,4176-FXYBO,0,Male,0,1,0,54,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Electronic check,109.55,6118.95,3.65,8
2924,4176-RELJR,0,Male,1,0,0,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,1672.15,0.84,3
2925,4177-JPDFU,0,Male,0,0,0,12,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,34.0,442.45,1.13,3
2926,4178-EGMON,0,Male,0,1,0,70,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Credit card (automatic),88.0,5986.45,2.93,6
2927,4182-BGSIQ,0,Female,0,1,1,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.8,196.75,0.66,2
2928,4183-MYFRB,0,Female,0,0,0,21,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,90.05,1862.9,3.0,5
2929,4183-WCSEP,1,Male,0,0,0,31,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,78.45,2435.15,2.62,4
2930,4184-TJFAN,1,Female,1,1,1,3,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Mailed check,88.3,273.75,2.94,5
2931,4184-VODJZ,0,Male,0,1,1,63,1,1,Fiber optic,0,1,0,0,0,1,One year,1,Electronic check,91.35,5764.7,3.04,5
2932,4186-ZBUEW,0,Female,0,0,0,36,1,1,DSL,0,1,0,1,0,1,One year,1,Mailed check,70.7,2511.95,2.36,6
2933,4187-CINZD,1,Female,1,0,0,46,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),95.25,4424.2,3.18,5
2934,4188-FRABG,0,Male,0,1,0,57,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Electronic check,103.05,5925.75,3.44,8
2935,4188-PCPIG,0,Female,0,1,0,57,1,0,DSL,1,1,0,1,1,0,Two year,1,Credit card (automatic),70.35,4124.65,2.34,6
2936,4189-NAKJS,0,Male,0,0,0,26,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),51.55,1295.4,1.72,3
2937,4190-MFLUW,1,Female,0,1,1,10,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,528.35,1.84,4
2938,4191-XOVOM,0,Male,0,0,0,63,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,105.4,6713.2,3.51,7
2939,4192-GORJT,1,Male,0,1,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.45,498.1,3.15,5
2940,4193-IBKSW,0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1769.6,0.82,3
2941,4193-ORFCL,1,Female,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.1,45.1,1.5,2
2942,4194-FJARJ,0,Female,0,1,1,54,1,1,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),60.0,3273.95,2.0,5
2943,4194-WHFCB,0,Female,0,1,1,59,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),96.65,5580.8,3.22,6
2944,4195-NZGTA,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,0.84,1
2945,4195-PNGZS,0,Male,0,1,1,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,1718.2,0.82,3
2946,4195-SMMNX,1,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,33.2,0.68,2
2947,4198-VFOEA,0,Female,0,0,0,12,0,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,33.6,435.45,1.12,3
2948,4199-QHJNM,0,Male,1,1,0,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),102.9,6989.7,3.43,7
2949,4201-JMNGR,1,Female,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,55.8,55.8,1.86,4
2950,4203-QGNZA,0,Female,0,0,1,28,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,535.35,0.68,2
2951,4208-UFFGW,1,Male,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.95,85.15,1.5,2
2952,4210-QFJMF,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.15,317.25,2.64,3
2953,4211-MMAZN,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20.25,0.68,2
2954,4213-HKBJO,0,Female,0,0,0,33,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.7,826.1,0.86,3
2955,4220-TINQT,0,Female,0,1,0,61,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,106.35,6751.35,3.54,7
2956,4223-BKEOR,0,Female,0,0,1,21,1,0,DSL,1,0,1,0,0,1,One year,0,Mailed check,64.85,1336.8,2.16,5
2957,4223-WOZCM,0,Male,1,0,0,2,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,49.95,107.1,1.66,3
2958,4226-KKDON,0,Male,0,0,0,8,1,0,DSL,0,1,0,1,1,0,Month-to-month,1,Electronic check,66.65,520.95,2.22,5
2959,4227-OJHAL,0,Female,0,1,1,68,1,1,DSL,1,1,1,0,1,0,One year,1,Credit card (automatic),73.0,5163.0,2.43,7
2960,4228-ZGYUW,1,Male,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,90.05,368.1,3.0,5
2961,4229-CZMLL,1,Male,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,469.8,2.5,3
2962,4231-LZUYM,0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.65,1887.0,0.86,3
2963,4232-JGKIY,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.2,19.2,0.64,2
2964,4234-XTNEA,0,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,174.45,2.66,3
2965,4236-UJPWO,0,Female,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.5,46.4,0.82,1
2966,4236-XPXAV,1,Female,0,1,1,5,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Mailed check,99.15,465.05,3.3,6
2967,4237-CLSMM,0,Male,0,1,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,38.0,0.67,2
2968,4237-RLAQD,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,45.85,1.53,2
2969,4238-HFHSN,0,Male,1,1,0,61,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.15,4904.85,2.74,4
2970,4238-JSSWH,0,Female,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),102.05,3452.55,3.4,6
2971,4248-HCETZ,1,Male,1,1,0,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,79.65,2365.15,2.66,4
2972,4248-QPAVC,1,Female,1,1,0,17,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),85.35,1463.45,2.84,5
2973,4250-FDVOU,1,Female,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,56.25,389.1,1.88,4
2974,4250-WAROZ,0,Male,1,1,1,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,93.25,5774.55,3.11,6
